Timestamp,Ticker,Live_Price,Raw_LSTM_Prob,Amplified_Score,Final_Signal,Confidence,Engine_Mode,RSI_14,MACD_Hist,ADX_14,Forward_Day1_Price,Forward_Day3_Price,Forward_Day5_Price,Status
2026-05-23 23:17:01,RELIANCE.NS,1354.5,0.2295,0.0,STRONG SELL,100.0%,Standalone LSTM Sequence Engine,22.77,-6.32,8.52,,,,OPEN
2026-05-23 23:17:01,RELIANCE.NS,1354.5,0.2295,0.0,STRONG SELL,100.0%,Standalone LSTM Sequence Engine,22.77,-6.32,8.52,,,,OPEN
2026-05-23 23:46:29,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,-6.32,8.52,,,,OPEN
2026-05-23 23:46:29,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,-6.32,8.52,,,,OPEN
2026-05-23 23:46:30,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,-6.32,8.52,,,,OPEN
2026-05-23 23:46:59,WIPRO.NS,203.11,0.1616,0.0769,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,54.02,0.88,31.74,,,,OPEN
2026-05-23 23:47:09,TCS.NS,2317.3,0.3014,0.2518,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,30.55,0.16,33.96,,,,OPEN
2026-05-23 23:47:23,SAIL.NS,201.21,0.4136,0.392,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,61.98,0.33,11.2,,,,OPEN
2026-05-23 23:47:51,HDFCBANK.NS,750.9,0.581,0.6013,WEAK BUY,62.03%,Weak Edge,42.242679,Standalone LSTM Sequence Engine,33.7,-4.33,32.84,,,,OPEN
2026-05-23 23:47:56,INFY.NS,1174.5,0.3923,0.3654,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,51.22,8.8,12.17,,,,OPEN
2026-05-23 23:48:04,BSOFT.NS,328.2,0.4349,0.4186,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,30.56,-2.09,22.27,,,,OPEN
2026-05-23 23:48:10,SBINEQWETF.NS,32.76,0.1598,0.0748,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,49.1,-0.04,57.3,,,,OPEN
2026-05-23 23:48:15,^NSEI,23719.3,0.1146,0.0182,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,39.13,-26.97,18.46,,,,OPEN
2026-05-23 23:50:27,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,-6.32,8.52,,,,OPEN
2026-05-23 23:50:27,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,-6.32,8.52,,,,OPEN
2026-05-23 23:50:37,TCS.NS,2317.3,0.3014,0.2518,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,30.55,0.16,33.96,,,,OPEN
2026-05-23 23:50:42,WIPRO.NS,203.11,0.1616,0.0769,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,54.02,0.88,31.74,,,,OPEN
2026-05-23 23:57:06,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,-6.32,8.52,,,,OPEN
2026-05-23 23:57:07,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,-6.32,8.52,,,,OPEN
2026-05-23 23:57:14,TCS.NS,2317.3,0.3014,0.2518,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,30.55,0.16,33.96,,,,OPEN
2026-05-23 23:57:20,DIXON.NS,11722.0,0.5019,0.5024,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,54.2,38.63,18.45,,,,OPEN
2026-05-23 23:57:26,BEL.NS,416.55,0.2992,0.249,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,38.59,-1.69,37.69,,,,OPEN
2026-05-23 23:57:31,BHEL.NS,408.55,0.3116,0.2644,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,65.53,-2.17,21.9,,,,OPEN
2026-05-23 23:58:50,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,-6.32,8.52,,,,OPEN
2026-05-23 23:58:50,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,-6.32,8.52,,,,OPEN
2026-05-23 23:59:28,WIPRO.NS,203.11,0.1616,0.0769,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,54.02,0.88,31.74,,,,OPEN
2026-05-24 00:06:56,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:06:56,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:07:01,WIPRO.NS,203.11,0.1616,0.0769,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,54.02,20.763,31.74,,,,OPEN
2026-05-24 00:07:18,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:07:20,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:07:22,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:07:28,TCS.NS,2317.3,0.3014,0.2518,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,30.55,20.763,33.96,,,,OPEN
2026-05-24 00:07:33,BEL.NS,416.55,0.2992,0.249,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,38.59,20.763,37.69,,,,OPEN
2026-05-24 00:09:59,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:10:00,RELIANCE.NS,1354.5,0.2295,0.1619,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:10:07,TCS.NS,2317.3,0.3014,0.2518,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,30.55,20.763,33.96,,,,OPEN
2026-05-24 00:10:20,SAIL.NS,201.21,0.4136,0.392,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,61.98,20.763,11.2,,,,OPEN
2026-05-24 00:10:32,PNB.NS,102.66,0.2796,0.2245,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,35.83,20.763,33.81,,,,OPEN
2026-05-24 00:14:38,PNB.NS,102.66,0.2796,0.0151,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,35.83,20.763,33.81,,,,OPEN
2026-05-24 00:14:48,DIXON.NS,11722.0,0.5019,0.5042,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,54.2,20.763,18.45,,,,OPEN
2026-05-24 00:15:37,RELIANCE.NS,1354.5,0.2295,0.0,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:15:38,RELIANCE.NS,1354.5,0.2295,0.0,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:15:47,TCS.NS,2317.3,0.3014,0.0631,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,30.55,20.763,33.96,,,,OPEN
2026-05-24 00:15:53,WIPRO.NS,203.11,0.1616,0.0,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,54.02,20.763,31.74,,,,OPEN
2026-05-24 00:19:38,RELIANCE.NS,1354.5,0.2295,0.103,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:19:40,RELIANCE.NS,1354.5,0.2295,0.103,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:19:41,RELIANCE.NS,1354.5,0.2295,0.103,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:19:43,RELIANCE.NS,1354.5,0.2295,0.103,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:19:45,RELIANCE.NS,1354.5,0.2295,0.103,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:20:04,TCS.NS,2317.3,0.3014,0.1696,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,30.55,20.763,33.96,,,,OPEN
2026-05-24 00:20:15,PNBHOUSING.NS,1059.6,0.349,0.23,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,54.89,20.763,17.83,,,,OPEN
2026-05-24 00:22:33,PNBHOUSING.NS,1059.6,0.3466,0.2266,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,54.89,20.763,17.83,,,,OPEN
2026-05-24 00:22:38,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:22:38,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:23:14,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:23:15,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:23:26,TCS.NS,2317.3,0.3066,0.1755,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,30.55,20.763,33.96,,,,OPEN
2026-05-24 00:25:16,TCS.NS,2317.3,0.3066,0.1755,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,30.55,20.763,33.96,,,,OPEN
2026-05-24 00:25:18,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:25:19,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:25:31,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:25:31,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:25:33,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:25:34,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:27:37,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:27:39,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
2026-05-24 00:27:42,TCS.NS,2317.3,0.3066,0.1755,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,30.55,20.763,33.96,,,,OPEN
2026-05-24 00:28:28,RELIANCE.NS,1354.5,0.2242,0.0991,HOLD,12.5%,No Edge / Consolidation Space,20.763002,Standalone LSTM Sequence Engine,22.77,20.763,8.52,,,,OPEN
